128,2024-07-10T17:54:19.507+0900,0.015,-0.002,9.730
128,2024-07-10T17:54:19.707+0900,0.002,-0.014,9.734
128,2024-07-10T17:54:19.902+0900,0.004,-0.008,9.734
128,2024-07-10T17:54:20.104+0900,0.002,-0.014,9.710
128,2024-07-10T17:54:20.304+0900,0.010,0.001,9.722
128,2024-07-10T17:54:20.503+0900,0.010,-0.015,9.729
128,2024-07-10T17:54:20.691+0900,0.001,-0.014,9.735
128,2024-07-10T17:54:20.894+0900,0.020,-0.009,9.739
128,2024-07-10T17:54:21.103+0900,0.006,-0.014,9.729
128,2024-07-10T17:54:21.305+0900,0.016,-0.008,9.712
128,2024-07-10T17:54:21.492+0900,0.006,-0.010,9.698
128,2024-07-10T17:54:21.697+0900,0.009,-0.007,9.728
128,2024-07-10T17:54:21.889+0900,-0.019,-0.040,9.709
128,2024-07-10T17:54:22.096+0900,0.028,0.011,9.756
128,2024-07-10T17:54:22.291+0900,0.001,-0.019,9.732
128,2024-07-10T17:54:22.487+0900,0.007,-0.013,9.741
128,2024-07-10T17:54:22.686+0900,0.003,-0.003,9.746
128,2024-07-10T17:54:22.886+0900,-0.002,-0.009,9.711
128,2024-07-10T17:54:23.085+0900,0.013,-0.009,9.717
128,2024-07-10T17:54:23.285+0900,0.008,-0.002,9.732
128,2024-07-10T17:54:23.481+0900,0.009,-0.002,9.735
128,2024-07-10T17:54:23.680+0900,-0.000,-0.014,9.739
128,2024-07-10T17:54:23.887+0900,0.003,-0.009,9.748
128,2024-07-10T17:54:24.079+0900,0.007,-0.009,9.744
128,2024-07-10T17:54:24.281+0900,-0.000,-0.010,9.746
128,2024-07-10T17:54:24.478+0900,0.008,-0.008,9.723
128,2024-07-10T17:54:24.678+0900,0.003,-0.015,9.703
128,2024-07-10T17:54:24.877+0900,0.002,-0.015,9.699
128,2024-07-10T17:54:25.076+0900,0.016,-0.010,9.697
128,2024-07-10T17:54:25.273+0900,0.002,-0.022,9.688
128,2024-07-10T17:54:25.473+0900,0.009,-0.004,9.715
128,2024-07-10T17:54:25.675+0900,0.008,-0.008,9.690
128,2024-07-10T17:54:25.888+0900,0.007,-0.008,9.700
128,2024-07-10T17:54:26.078+0900,0.006,-0.011,9.712
128,2024-07-10T17:54:26.266+0900,0.008,-0.017,9.720
128,2024-07-10T17:54:26.468+0900,0.014,-0.003,9.721
128,2024-07-10T17:54:26.669+0900,-0.006,-0.016,9.723
128,2024-07-10T17:54:26.875+0900,0.012,-0.004,9.736
128,2024-07-10T17:54:27.063+0900,0.014,-0.003,9.745
128,2024-07-10T17:54:27.266+0900,0.004,-0.019,9.747
128,2024-07-10T17:54:27.471+0900,0.037,0.019,9.759
128,2024-07-10T17:54:27.665+0900,-0.003,-0.027,9.739
128,2024-07-10T17:54:27.865+0900,0.016,-0.007,9.752
128,2024-07-10T17:54:28.066+0900,-0.000,-0.019,9.747
128,2024-07-10T17:54:28.266+0900,0.019,-0.005,9.748
128,2024-07-10T17:54:28.466+0900,0.004,-0.016,9.721
128,2024-07-10T17:54:28.664+0900,-0.003,-0.019,9.697
128,2024-07-10T17:54:28.855+0900,0.019,-0.001,9.697
128,2024-07-10T17:54:29.064+0900,0.003,-0.015,9.698
128,2024-07-10T17:54:29.264+0900,0.013,-0.011,9.700
128,2024-07-10T17:54:29.454+0900,0.009,-0.020,9.693
128,2024-07-10T17:54:29.656+0900,0.020,0.014,9.709
128,2024-07-10T17:54:29.856+0900,-0.017,-0.020,9.700
128,2024-07-10T17:54:30.051+0900,0.007,-0.004,9.742
128,2024-07-10T17:54:30.257+0900,0.006,-0.014,9.741
128,2024-07-10T17:54:30.455+0900,0.008,-0.011,9.746
