128,2024-07-10T12:24:17.683+0900,8
128,2024-07-10T12:25:17.685+0900,0
128,2024-07-10T12:26:17.685+0900,0
128,2024-07-10T12:27:17.684+0900,1
128,2024-07-10T12:28:17.684+0900,0
128,2024-07-10T12:29:17.683+0900,0
128,2024-07-10T12:30:17.685+0900,2
128,2024-07-10T12:31:17.683+0900,1
128,2024-07-10T12:32:17.684+0900,0
128,2024-07-10T12:33:17.684+0900,6
128,2024-07-10T12:34:17.685+0900,14
128,2024-07-10T12:35:17.685+0900,0
128,2024-07-10T12:36:17.684+0900,3
128,2024-07-10T12:37:17.685+0900,12
128,2024-07-10T12:38:17.683+0900,0
128,2024-07-10T12:39:17.685+0900,0
128,2024-07-10T12:40:17.684+0900,0
128,2024-07-10T12:41:17.684+0900,1
128,2024-07-10T12:42:17.685+0900,0
128,2024-07-10T12:43:17.683+0900,0
128,2024-07-10T12:44:17.685+0900,0
128,2024-07-10T12:45:17.683+0900,5
128,2024-07-10T12:46:17.683+0900,0
128,2024-07-10T12:47:17.683+0900,1
128,2024-07-10T12:48:17.685+0900,0
128,2024-07-10T12:49:17.684+0900,0
128,2024-07-10T12:50:17.683+0900,3
128,2024-07-10T12:51:17.684+0900,9
128,2024-07-10T12:52:17.683+0900,24
128,2024-07-10T12:53:17.684+0900,2
128,2024-07-10T12:54:17.685+0900,0
128,2024-07-10T12:55:17.683+0900,0
128,2024-07-10T12:56:17.684+0900,0
128,2024-07-10T12:57:17.685+0900,0
128,2024-07-10T12:58:17.685+0900,0
128,2024-07-10T12:59:17.684+0900,0
128,2024-07-10T13:00:17.684+0900,0
128,2024-07-10T13:01:17.684+0900,0
128,2024-07-10T13:02:17.684+0900,0
128,2024-07-10T13:03:17.685+0900,0
128,2024-07-10T13:04:17.685+0900,0
128,2024-07-10T13:05:17.684+0900,0
128,2024-07-10T13:06:17.683+0900,0
128,2024-07-10T13:07:17.684+0900,0
128,2024-07-10T13:08:17.684+0900,0
128,2024-07-10T13:09:17.685+0900,0
128,2024-07-10T13:10:17.684+0900,0
128,2024-07-10T13:11:17.684+0900,0
128,2024-07-10T13:12:17.684+0900,0
128,2024-07-10T13:13:17.685+0900,0
128,2024-07-10T13:14:17.684+0900,0
128,2024-07-10T13:15:17.683+0900,0
128,2024-07-10T13:16:17.684+0900,0
128,2024-07-10T13:17:17.685+0900,0
128,2024-07-10T13:18:17.684+0900,0
128,2024-07-10T13:19:17.684+0900,0
128,2024-07-10T13:20:17.685+0900,0
128,2024-07-10T13:21:17.684+0900,0
128,2024-07-10T13:22:17.684+0900,0
128,2024-07-10T13:23:17.685+0900,0
128,2024-07-10T13:24:17.684+0900,0
128,2024-07-10T13:25:17.684+0900,0
128,2024-07-10T13:26:17.683+0900,0
128,2024-07-10T13:27:17.684+0900,0
128,2024-07-10T13:28:17.684+0900,0
128,2024-07-10T13:29:17.684+0900,0
128,2024-07-10T13:30:17.683+0900,0
128,2024-07-10T13:31:17.686+0900,0
128,2024-07-10T13:32:17.684+0900,0
128,2024-07-10T13:33:17.683+0900,0
128,2024-07-10T13:34:17.684+0900,0
128,2024-07-10T13:35:17.684+0900,0
128,2024-07-10T13:36:17.685+0900,0
128,2024-07-10T13:37:17.684+0900,0
128,2024-07-10T13:38:17.684+0900,0
128,2024-07-10T13:39:17.684+0900,0
128,2024-07-10T13:40:17.683+0900,0
128,2024-07-10T13:41:17.683+0900,0
128,2024-07-10T13:42:17.684+0900,0
128,2024-07-10T13:43:17.685+0900,0
128,2024-07-10T13:44:17.684+0900,0
