126,2024-07-10T13:13:43.840+0900,0
126,2024-07-10T13:14:43.840+0900,1
126,2024-07-10T13:15:43.839+0900,0
126,2024-07-10T13:16:43.841+0900,0
126,2024-07-10T13:17:43.840+0900,0
126,2024-07-10T13:18:43.840+0900,0
126,2024-07-10T13:19:43.840+0900,0
126,2024-07-10T13:20:43.840+0900,0
126,2024-07-10T13:21:43.839+0900,0
126,2024-07-10T13:22:43.841+0900,0
126,2024-07-10T13:23:43.840+0900,0
126,2024-07-10T13:24:43.840+0900,0
126,2024-07-10T13:25:43.840+0900,0
126,2024-07-10T13:26:43.839+0900,0
126,2024-07-10T13:27:43.840+0900,0
126,2024-07-10T13:28:43.840+0900,0
126,2024-07-10T13:29:43.840+0900,0
126,2024-07-10T13:30:43.839+0900,0
126,2024-07-10T13:31:43.839+0900,0
126,2024-07-10T13:32:43.840+0900,0
126,2024-07-10T13:33:43.840+0900,0
126,2024-07-10T13:34:43.840+0900,0
126,2024-07-10T13:35:43.840+0900,0
126,2024-07-10T13:36:43.840+0900,0
126,2024-07-10T13:37:43.839+0900,0
126,2024-07-10T13:38:43.840+0900,0
126,2024-07-10T13:39:43.840+0900,0
126,2024-07-10T13:40:43.839+0900,0
126,2024-07-10T13:41:43.840+0900,0
126,2024-07-10T13:42:43.840+0900,2
126,2024-07-10T13:43:43.841+0900,0
126,2024-07-10T13:44:43.839+0900,0
126,2024-07-10T13:45:43.838+0900,0
126,2024-07-10T13:46:43.841+0900,0
126,2024-07-10T13:47:43.840+0900,0
126,2024-07-10T13:48:43.840+0900,0
126,2024-07-10T13:49:43.839+0900,0
126,2024-07-10T13:50:43.840+0900,0
126,2024-07-10T13:51:43.841+0900,0
126,2024-07-10T13:52:43.841+0900,0
126,2024-07-10T13:53:43.839+0900,0
126,2024-07-10T13:54:43.839+0900,0
126,2024-07-10T13:55:43.839+0900,0
126,2024-07-10T13:56:43.839+0900,0
126,2024-07-10T13:57:43.839+0900,0
126,2024-07-10T13:58:43.839+0900,0
126,2024-07-10T13:59:43.840+0900,0
126,2024-07-10T14:00:43.839+0900,0
126,2024-07-10T14:01:43.839+0900,0
126,2024-07-10T14:02:43.840+0900,0
126,2024-07-10T14:03:43.840+0900,0
126,2024-07-10T14:04:43.840+0900,0
126,2024-07-10T14:05:43.839+0900,0
126,2024-07-10T14:06:43.840+0900,0
126,2024-07-10T14:07:43.840+0900,0
126,2024-07-10T14:08:43.838+0900,1
126,2024-07-10T14:09:43.839+0900,20
126,2024-07-10T14:10:43.840+0900,21
126,2024-07-10T14:11:43.839+0900,92
126,2024-07-10T14:12:43.840+0900,1
126,2024-07-10T14:13:43.840+0900,0
126,2024-07-10T14:14:43.840+0900,1
126,2024-07-10T14:15:43.840+0900,3
126,2024-07-10T14:16:43.840+0900,5
126,2024-07-10T14:17:43.839+0900,0
126,2024-07-10T14:18:43.840+0900,0
