128,2024-07-10T17:54:46.069+0900,-1,408.843,177.637,366.992
128,2024-07-10T17:54:46.270+0900,-1,408.843,177.637,366.992
128,2024-07-10T17:54:46.474+0900,-1,408.843,177.637,366.992
128,2024-07-10T17:54:46.675+0900,-1,409.079,200.197,362.717
128,2024-07-10T17:54:46.885+0900,-1,409.079,200.197,362.717
128,2024-07-10T17:54:47.085+0900,-1,409.079,200.197,362.717
128,2024-07-10T17:54:47.280+0900,-1,410.651,207.394,361.479
128,2024-07-10T17:54:47.488+0900,-1,410.651,207.394,361.479
128,2024-07-10T17:54:47.692+0900,-1,409.891,219.426,358.998
128,2024-07-10T17:54:47.881+0900,-1,411.673,240.921,353.845
128,2024-07-10T17:54:48.085+0900,-1,410.323,211.403,360.542
128,2024-07-10T17:54:48.287+0900,-1,409.714,206.247,361.250
128,2024-07-10T17:54:48.486+0900,-1,409.714,206.247,361.250
128,2024-07-10T17:54:48.690+0900,-1,410.226,215.642,358.746
128,2024-07-10T17:54:48.891+0900,-1,411.050,242.686,353.905
128,2024-07-10T17:54:49.093+0900,-1,410.629,221.460,359.564
128,2024-07-10T17:54:49.293+0900,-1,410.852,243.573,353.671
128,2024-07-10T17:54:49.495+0900,-1,410.825,242.679,354.146
128,2024-07-10T17:54:49.696+0900,-1,410.825,242.679,354.146
128,2024-07-10T17:54:49.898+0900,-1,410.342,219.441,359.372
128,2024-07-10T17:54:50.100+0900,-1,410.057,202.686,362.093
128,2024-07-10T17:54:50.301+0900,-1,410.057,202.686,362.093
128,2024-07-10T17:54:50.502+0900,-1,409.700,205.800,361.629
128,2024-07-10T17:54:50.703+0900,-1,410.765,225.931,357.481
128,2024-07-10T17:54:50.905+0900,-1,410.213,207.826,360.724
128,2024-07-10T17:54:51.106+0900,-1,410.213,207.826,360.724
128,2024-07-10T17:54:51.307+0900,-1,410.315,218.547,358.705
128,2024-07-10T17:54:51.510+0900,-1,410.069,210.501,360.115
128,2024-07-10T17:54:51.711+0900,-1,410.918,208.742,360.100
128,2024-07-10T17:54:51.912+0900,-1,410.422,236.861,354.753
128,2024-07-10T17:54:52.113+0900,-1,410.422,236.861,354.753
128,2024-07-10T17:54:52.315+0900,-1,410.027,223.897,358.055
128,2024-07-10T17:54:52.516+0900,-1,410.027,223.897,358.055
128,2024-07-10T17:54:52.718+0900,-1,410.615,213.644,359.259
128,2024-07-10T17:54:52.919+0900,-1,410.615,213.644,359.259
128,2024-07-10T17:54:53.120+0900,-1,409.290,214.494,359.659
128,2024-07-10T17:54:53.322+0900,-1,409.290,214.494,359.659
128,2024-07-10T17:54:53.523+0900,-1,409.851,210.716,360.022
128,2024-07-10T17:54:53.725+0900,-1,410.941,239.110,353.516
128,2024-07-10T17:54:53.934+0900,-1,410.941,239.110,353.516
128,2024-07-10T17:54:54.136+0900,-1,410.941,239.110,353.516
128,2024-07-10T17:54:54.330+0900,-1,410.941,239.110,353.516
128,2024-07-10T17:54:54.552+0900,-1,410.667,237.538,354.372
128,2024-07-10T17:54:54.752+0900,-1,410.667,237.538,354.372
128,2024-07-10T17:54:54.952+0900,-1,410.667,237.538,354.372
128,2024-07-10T17:54:55.151+0900,-1,410.667,237.538,354.372
128,2024-07-10T17:54:55.354+0900,-1,410.341,226.810,356.917
128,2024-07-10T17:54:55.555+0900,-1,410.341,226.810,356.917
128,2024-07-10T17:54:55.751+0900,-1,410.957,210.083,359.532
128,2024-07-10T17:54:55.952+0900,-1,409.456,197.752,363.039
128,2024-07-10T17:54:56.158+0900,-1,410.751,225.484,356.433
128,2024-07-10T17:54:56.346+0900,-1,410.315,211.179,359.732
128,2024-07-10T17:54:56.547+0900,-1,409.930,228.136,355.688
128,2024-07-10T17:54:56.746+0900,-1,410.335,219.218,357.993
128,2024-07-10T17:54:56.948+0900,-1,410.777,241.115,353.333
128,2024-07-10T17:54:57.147+0900,-1,410.777,241.115,353.333
128,2024-07-10T17:54:57.350+0900,-1,410.777,241.115,353.333
128,2024-07-10T17:54:57.552+0900,-1,410.875,222.139,357.185
128,2024-07-10T17:54:57.752+0900,-1,410.875,222.139,357.185
128,2024-07-10T17:54:57.953+0900,-1,410.220,208.049,360.678
128,2024-07-10T17:54:58.162+0900,-1,409.926,205.807,361.389
128,2024-07-10T17:54:58.362+0900,-1,409.142,187.471,364.920
128,2024-07-10T17:54:58.570+0900,-1,409.142,187.471,364.920
128,2024-07-10T17:54:58.760+0900,-1,409.866,189.058,364.725
128,2024-07-10T17:54:58.968+0900,-1,409.866,189.058,364.725
128,2024-07-10T17:54:59.163+0900,-1,409.866,189.058,364.725
128,2024-07-10T17:54:59.362+0900,-1,409.866,189.058,364.725
128,2024-07-10T17:54:59.564+0900,-1,410.170,228.590,356.210
128,2024-07-10T17:54:59.768+0900,-1,410.541,218.555,358.464
128,2024-07-10T17:54:59.970+0900,-1,410.541,218.555,358.464
128,2024-07-10T17:55:00.170+0900,-1,410.797,241.785,353.477
128,2024-07-10T17:55:00.372+0900,-1,410.838,235.757,354.793
128,2024-07-10T17:55:00.571+0900,-1,411.351,245.152,353.146
128,2024-07-10T17:55:00.774+0900,-1,411.351,245.152,353.146
128,2024-07-10T17:55:00.976+0900,-1,410.321,226.140,357.344
128,2024-07-10T17:55:01.177+0900,-1,410.321,226.140,357.344
128,2024-07-10T17:55:01.377+0900,-1,409.398,218.071,358.334
128,2024-07-10T17:55:01.586+0900,-1,409.398,218.071,358.334
128,2024-07-10T17:55:01.788+0900,-1,409.317,208.020,360.783
128,2024-07-10T17:55:01.983+0900,-1,410.669,230.170,355.971
128,2024-07-10T17:55:02.184+0900,-1,410.962,239.781,353.661
128,2024-07-10T17:55:02.394+0900,-1,410.464,223.465,357.384
128,2024-07-10T17:55:02.588+0900,-1,410.152,205.815,360.577
128,2024-07-10T17:55:02.797+0900,-1,409.999,223.003,357.388
128,2024-07-10T17:55:02.997+0900,-1,409.999,223.003,357.388
128,2024-07-10T17:55:03.198+0900,-1,410.190,229.260,356.355
128,2024-07-10T17:55:03.394+0900,-1,410.696,223.695,356.525
128,2024-07-10T17:55:03.602+0900,-1,410.690,223.473,357.428
128,2024-07-10T17:55:03.796+0900,-1,410.989,240.675,354.044
128,2024-07-10T17:55:03.997+0900,-1,410.553,219.002,357.799
128,2024-07-10T17:55:04.196+0900,-1,410.425,214.755,359.550
128,2024-07-10T17:55:04.406+0900,-1,410.791,241.562,352.954
128,2024-07-10T17:55:04.599+0900,-1,409.773,222.995,357.343
128,2024-07-10T17:55:04.801+0900,-1,411.098,244.250,353.004
128,2024-07-10T17:55:05.011+0900,-1,410.709,238.879,353.804
128,2024-07-10T17:55:05.213+0900,-1,410.709,238.879,353.804
128,2024-07-10T17:55:05.407+0900,-1,410.709,238.879,353.804
128,2024-07-10T17:55:05.608+0900,-1,410.463,230.833,356.070
